iter	RMSE
152	0.02821587753
153	0.02818704764
154	0.02816066876
155	0.02813962235
156	0.02810928403
157	0.02808092675
158	0.0280447431
159	0.02802076777
160	0.02799225342
161	0.0279706475
162	0.02795385017
163	0.02793219027
164	0.02791286153
165	0.02789021702
166	0.0278619431
167	0.02784709963
168	0.0278274931
169	0.02780442288
170	0.02777659885
171	0.02775465686
172	0.0277337861
173	0.0277129604
174	0.02769985996
175	0.02767291293
176	0.02764720473
177	0.02762347861
178	0.02760478815
179	0.02757766906
180	0.02755444136
181	0.02752293085
182	0.02750854471
183	0.0274969367
184	0.02747599327
185	0.02746068565
186	0.02744836257
187	0.02743292072
188	0.02740014921
189	0.02738748171
190	0.02735743721
191	0.02734126641
192	0.02732817062
193	0.02730136363
194	0.02727697899
195	0.02724928583
196	0.02723643833
197	0.02721389345
198	0.02718886783
199	0.02716948747
200	0.02715108813
201	0.02713938342
202	0.02711866288
203	0.02709674174
204	0.02708132649
205	0.02705283499
206	0.02702724688
207	0.02700896467
208	0.02699359224
209	0.02696598706
210	0.0269483559
211	0.02692411178
212	0.02690819476
213	0.02688899526
214	0.02687095194
215	0.02686013041
216	0.0268332301
217	0.02680574348
218	0.02678927325
219	0.02676843264
220	0.02674723723
221	0.02672654018
222	0.02671065676
223	0.02669765886
224	0.02667787649
225	0.02665152915
226	0.02663019057
227	0.02661233806
228	0.02659143894
229	0.02658077413
230	0.02656173977
231	0.0265520935
232	0.02653371834
233	0.02651094159
234	0.02649481142
235	0.02648056541
236	0.02645799758
237	0.02644923738
238	0.0264305009
239	0.02641706075
240	0.02639906717
241	0.02638588569
242	0.0263635591
243	0.02634228076
244	0.02632883556
245	0.02630463502
246	0.02628790078
247	0.02626781699
248	0.02625349479
249	0.02623917439
250	0.02621639612
251	0.02619606517
252	0.02617687497
253	0.02615428155
254	0.02613449505
255	0.02611548738
256	0.02610146859
257	0.02608323663
258	0.02606819688
259	0.02605237477
260	0.02603973206
261	0.02602030776
262	0.02600212449
263	0.02597385222
264	0.02595760612
265	0.02593798291
266	0.0259206162
267	0.02590881973
268	0.02589094026
269	0.02588167322
270	0.02586484529
271	0.02584697559
272	0.02583169657
273	0.02580244167
274	0.02578629432
275	0.02577831927
276	0.02576287793
277	0.02574892817
278	0.02572987703
279	0.02572125204
280	0.02571216381
281	0.02570283217
282	0.0256874348
283	0.02566828435
284	0.02564602516
285	0.02562534147
286	0.0256051994
287	0.02558250465
288	0.02556380665
289	0.02555057757
290	0.0255315923
291	0.02551977849
292	0.0255036171
293	0.0254941004
294	0.02547914701
295	0.02546340684
296	0.02545144538
297	0.02543342047
298	0.02541786816
299	0.02539793933
300	0.02537834767
301	0.02536758086
302	0.02535187933
303	0.025343002
304	0.02532715816
305	0.02531848534
306	0.02530056374
307	0.0252935424
308	0.02527204796
309	0.0252568985
310	0.02524120157
311	0.02522864051
312	0.02520750144
313	0.02518744334
314	0.02517975691
315	0.02516612461
316	0.02514913881
317	0.02513148125
318	0.02511658266
319	0.0251064781
320	0.02509218456
321	0.02508213832
322	0.02506744848
323	0.02505262941
324	0.02503783763
325	0.02503003479
326	0.02501187718
327	0.02499911275
328	0.02498511462
329	0.02497177207
330	0.02495760326
331	0.02494301685
332	0.02492884504
333	0.02491168495
334	0.02489348894
335	0.0248809702
336	0.02486224068
337	0.02484674912
338	0.02483310323
339	0.02481566557
340	0.02479815711
341	0.02477847995
342	0.02476615906
343	0.02475299939
344	0.02474313417
345	0.02472598676
346	0.02472179604
347	0.02470092491
348	0.02468260588
349	0.02466890961
350	0.02465950272
351	0.02464149345
352	0.0246349128
353	0.02462184093
354	0.02460899296
355	0.02459142135
356	0.0245830782
357	0.02456865698
358	0.02456176067
359	0.02455228876
360	0.02454024651
361	0.02452892637
362	0.02451988897
363	0.02450432065
364	0.0244878011
365	0.02448203645
366	0.02446776121
367	0.02444844804
368	0.02443257332
369	0.02441677011
370	0.02440643571
371	0.0243964187
372	0.0243820663
373	0.02436927007
374	0.02435068195
375	0.02433910287
376	0.024329531
377	0.02432074252
378	0.02430961201
379	0.02429018225
380	0.02427684994
381	0.02426576989
382	0.0242535168
383	0.024241008
384	0.02422421667
385	0.02421716653
386	0.02420439153
387	0.0241881501
388	0.02417812188
389	0.02416587799
390	0.02414815515
391	0.02413290721
392	0.02412606458
393	0.02411565326
394	0.02410054124
395	0.02409276793
396	0.02407592367
397	0.02406686041
398	0.02405185057
399	0.02403799637
400	0.02402614996
401	0.0240121225
402	0.02400335398
403	0.02399513691
404	0.02398441022
405	0.02397451774
406	0.02396105088
407	0.02394697
408	0.02393749312
409	0.02392652668
410	0.02390848794
411	0.02389203572
412	0.02388615075
413	0.02387482881
414	0.02386500828
415	0.02386048378
416	0.02385203996
417	0.02384574984
418	0.02383474781
419	0.02382474418
420	0.02380695396
421	0.02380234755
422	0.02379609208
423	0.02377983348
424	0.02376605086
425	0.02375593101
426	0.02374973625
427	0.02373582209
428	0.02372693674
429	0.02371860914
430	0.02370606913
431	0.02369479947
432	0.02368452852
433	0.02366908727
434	0.02366373178
435	0.02365791393
436	0.02364819836
437	0.02364024549
438	0.02362940778
439	0.02361748441
440	0.02361241656
441	0.02360201773
442	0.02359634452
443	0.02358505557
444	0.02357524074
445	0.0235678699
446	0.02355935133
447	0.02354751333
448	0.02353472085
449	0.02352757224
450	0.02351369516
451	0.02350898955
452	0.02349923576
453	0.02348857198
454	0.023478144
455	0.02347141366
456	0.02345818057
457	0.02344897909
458	0.0234398974
459	0.02342780275
460	0.02341783191
461	0.02340912053
462	0.02340548787
463	0.02339336154
464	0.02338424978
465	0.02338043606
466	0.02337549559
467	0.02336613753
468	0.02335851249
469	0.02334943694
470	0.02334318523
471	0.02333334665
472	0.02332457608
473	0.02331743414
474	0.02330393846
475	0.02329829672
476	0.02328662667
477	0.02327755024
478	0.02327073786
479	0.02326802425
480	0.02325351704
481	0.02325148164
482	0.02324703389
483	0.02323975442
484	0.0232336043
485	0.02322648061
486	0.02321813546
487	0.02320917694
488	0.02320112854
489	0.02319315868
490	0.02318679592
491	0.02317856916
492	0.02317231104
493	0.02316595306
494	0.0231568396
495	0.02315028597
496	0.02313960708
497	0.0231280308
498	0.02312352126
499	0.02311228611
500	0.0231041064
501	0.02309997551
502	0.02308747824
503	0.02308020485
504	0.02307179232
505	0.02306201222
506	0.02305160572
507	0.02304638497
508	0.0230367805
509	0.02302646482
510	0.02301800158
511	0.02301250332
512	0.02300354555
513	0.02299897355
514	0.02299481872
515	0.02298125505
516	0.02297313846
517	0.02296442407
518	0.02294969159
519	0.02294452933
520	0.02294162017
521	0.02293743207
522	0.02293074563
523	0.02292492868
524	0.0229146069
525	0.02290806943
526	0.02290412351
527	0.02289840462
528	0.02289263515
529	0.02288355863
530	0.02287734941
531	0.02287187148
532	0.02286776883
533	0.02286212122
534	0.02284953671
535	0.02284460816
536	0.02283305037
537	0.02282431052
538	0.02281828153
539	0.02280273749
540	0.02279336546
541	0.02278472439
542	0.02277922675
543	0.02276826169
544	0.02276097683
545	0.02275777252
546	0.0227493703
547	0.0227405249
548	0.02273360601
549	0.02272770798
550	0.02272223561
551	0.0227140522
552	0.02270374199
553	0.02269851123
554	0.02269141551
555	0.02268414035
556	0.02266951412
557	0.02266090642
558	0.02265426621
559	0.02264700996
560	0.02264118739
561	0.0226378637
562	0.02263067893
563	0.02262393998
564	0.02261850004
565	0.02261185777
566	0.02259926165
567	0.02259208921
568	0.02258083181
569	0.0225751419
570	0.02257071005
571	0.02256457902
572	0.02255606696
573	0.02255221941
574	0.02254633267
575	0.02254375776
576	0.02253988274
577	0.02253450288
578	0.02251982223
579	0.02251489695
580	0.02251025715
581	0.02250388509
582	0.02250014277
583	0.02249458989
584	0.02249163646
585	0.02248395661
586	0.02247813705
587	0.02247270284
588	0.02246745117
589	0.02246275572
590	0.02245772384
591	0.0224502181
592	0.02244510159
593	0.02243735959
594	0.02242726464
595	0.02242175909
596	0.02241108465
597	0.0224044461
598	0.02239619752
599	0.02239190835
600	0.02238334918
601	0.0223731631
602	0.02236693371
603	0.02236192266
604	0.0223531685
605	0.02234765985
606	0.02233851886
607	0.02233220937
608	0.02232655649
609	0.02231945265
610	0.02231521163
611	0.02230640611
612	0.02229813865
613	0.02228982338
614	0.0222839863
615	0.0222737933
616	0.02226864198
617	0.0222621004
618	0.02225683697
619	0.0222528896
620	0.02224608079
621	0.0222381146
622	0.02223087981
623	0.02222772617
624	0.02222177253
625	0.02221809595
626	0.02221339268
627	0.02220356026
628	0.02219609259
629	0.0221911419
630	0.02218360194
631	0.0221756782
632	0.02216968451
633	0.02216512946
634	0.02215732476
635	0.02215296427
636	0.02214473031
637	0.02213574876
638	0.02213034009
639	0.02212054473
640	0.02211381933
641	0.02210638138
642	0.0221008206
643	0.02209521883
644	0.02208623861
645	0.02208302426
646	0.02207900597
647	0.02207269353
648	0.022065047
649	0.02205968273
650	0.02205157061
651	0.02204802705
652	0.02203807295
653	0.02203313906
654	0.02202860977
655	0.02202081467
656	0.02201460302
657	0.02200491722
658	0.02199815162
659	0.02198930909
660	0.02198437821
661	0.0219799471
662	0.02197603698
663	0.02196873986
664	0.02196587643
665	0.0219600237
666	0.02195252443
667	0.02194234623
668	0.02193465837
669	0.02193057952
670	0.02192000359
671	0.02191452459
672	0.02190681278
673	0.02189971157
674	0.02189291371
675	0.02188746124
676	0.02188326063
677	0.02187782807
678	0.0218759755
679	0.02186969944
680	0.02186503412
681	0.02185917157
682	0.02184899157
683	0.02184490673
684	0.02184032095
685	0.02183727404
686	0.02182995698
687	0.02182347553
688	0.02181705878
689	0.02181200551
690	0.02180636369
691	0.02180303099
692	0.02179889597
693	0.02179059491
694	0.02178624649
695	0.0217801612
696	0.02177553265
697	0.02177078252
698	0.0217657415
699	0.02176304918
700	0.02175765238
701	0.02175096943
702	0.02174845904
703	0.02174404528
704	0.02173494332
705	0.02173101205
706	0.02172433019
707	0.02171734828
708	0.02170780373
709	0.02170328052
710	0.02169966258
711	0.02169462232
712	0.02168862652
713	0.02168179259
714	0.02167803619
715	0.02167433491
716	0.0216662241
717	0.02166144186
718	0.02165749618
719	0.02165099571
720	0.02164482539
721	0.02164262815
722	0.02163621061
723	0.0216336598
724	0.0216261924
725	0.02161879149
726	0.0216134278
727	0.02160635187
728	0.02159916984
729	0.02159296229
730	0.02158477464
731	0.02157977856
732	0.02157530792
733	0.0215675852
734	0.0215595365
735	0.02155416813
736	0.02155175734
737	0.02154468074
738	0.02154031283
739	0.02153635481
740	0.02152757612
741	0.02152028568
742	0.02151635104
743	0.02151331686
744	0.02151080509
745	0.02150714253
746	0.02149832259
747	0.02149276629
748	0.02148605721
749	0.02148307785
750	0.02147725619
751	0.02147184685
752	0.02147017037
753	0.02146558592
754	0.02145892389
755	0.0214547999
756	0.02145005696
757	0.02144560686
758	0.0214386005
759	0.02143485679
760	0.02143037199
761	0.02142574506
762	0.02142142288
763	0.02141369135
764	0.02140933826
765	0.021405086
766	0.02140149831
767	0.02139351773
768	0.02138671524
769	0.02137996029
770	0.02137461667
771	0.02136943741
772	0.02136413821
773	0.02135972247
774	0.02135726605
775	0.02135259125
776	0.02134355062
777	0.02133845571
778	0.02133123841
779	0.02132731053
780	0.0213239441
781	0.02132058708
782	0.02131551676
783	0.02131050848
784	0.02130581422
785	0.02130207544
786	0.02129588835
787	0.02128972903
788	0.02128470692
789	0.02128278186
790	0.02127765914
791	0.02127430504
792	0.02127148025
793	0.02126449286
794	0.02126194928
795	0.02125984809
796	0.02125300079
797	0.02124791631
798	0.02124408383
799	0.02123912421
800	0.02123485665
801	0.02122967676
802	0.02122644434
803	0.02122339366
804	0.02121814073
805	0.02121468731
806	0.02121002523
807	0.02120455373
808	0.02120147558
809	0.02119939572
810	0.02119667034
811	0.02118980987
812	0.02118298859
813	0.02117748205
814	0.02117376235
815	0.02116916311
816	0.0211667165
817	0.02115998619
818	0.02115072705
819	0.02114756029
820	0.02114105897
821	0.02113611662
822	0.02113139163
823	0.0211231673
824	0.02111619316
825	0.02111022652
826	0.02110840843
827	0.02110545775
828	0.02110320958
829	0.0210994964
830	0.02109220146
831	0.02108625136
832	0.02108233488
833	0.02107733252
834	0.02107459288
835	0.02107223516
836	0.02106714223
837	0.02106204367
838	0.02105795458
839	0.021053475
840	0.02104695434
841	0.02104406318
842	0.02103820027
843	0.02103125422
844	0.0210284852
845	0.02102484823
846	0.02101772604
847	0.02101372286
848	0.02100834743
849	0.021006999
850	0.02099953782
851	0.02099685855
852	0.02099521231
853	0.02099010768
854	0.02098670855
855	0.02098322974
856	0.02097918736
857	0.02097403187
858	0.02096855132
859	0.02096466279
860	0.02095986112
861	0.02095632511
862	0.02094956906
863	0.02094327868
864	0.02093915648
865	0.02093603522
866	0.02093504672
867	0.02093125986
868	0.02092802283
869	0.0209241229
870	0.02091781935
871	0.02091038387
872	0.02090617268
873	0.0208986914
874	0.02089595248
875	0.02089117197
876	0.02088751536
877	0.02088139465
878	0.02087449174
879	0.02087029328
880	0.02086198022
881	0.02085882793
882	0.02085433776
883	0.02085289599
884	0.02084926782
885	0.02084276772
886	0.02083717362
887	0.02083044085
888	0.02082927803
889	0.02082626697
890	0.02082102498
891	0.02081522088
892	0.02081124588
893	0.02080602769
894	0.02080243245
895	0.02080098482
896	0.02079782302
897	0.02079307009
898	0.02078738123
899	0.02078275389
900	0.02077913359
901	0.02077671352
902	0.02077263181
903	0.0207674817
904	0.02076403384
905	0.02076146702
906	0.02075424641
907	0.02074853953
908	0.020742054
909	0.02073760897
910	0.02073176456
911	0.02072824463
912	0.02072441957
913	0.02072030719
914	0.02071751224
915	0.02071443674
916	0.02071069591
917	0.02070562733
918	0.02070107103
919	0.02069771902
920	0.02069192651
921	0.02069012406
922	0.02068664632
923	0.0206818745
924	0.02067820655
925	0.02067066604
926	0.02066524014
927	0.02066026255
928	0.02065883446
929	0.02065424587
930	0.02064927687
931	0.02064528607
932	0.02064232027
933	0.02063788916
934	0.02063546063
935	0.0206328807
936	0.02062971531
937	0.02062843414
938	0.02062483943
939	0.02062238269
940	0.02061896592
941	0.02061405156
942	0.02060824661
943	0.02060035669
944	0.02059475413
945	0.02059062767
946	0.02058299367
947	0.0205783706
948	0.02057231839
949	0.02056844385
950	0.0205644795
951	0.02055891476
952	0.02055564828
953	0.02055325581
954	0.02054700465
955	0.02054308211
956	0.02054054002
957	0.02053488349
958	0.0205299363
959	0.02052561442
960	0.02052283097
961	0.02051721036
962	0.02051309868
963	0.02051011669
964	0.02050613317
965	0.0205037123
966	0.02049942615
967	0.02049653034
968	0.02048950997
969	0.0204877224
970	0.02048399603
971	0.02047949485
972	0.02047655963
973	0.02047253009
974	0.0204687632
975	0.02046461467
976	0.02046153355
977	0.02045674893
978	0.02045193981
979	0.02044686203
980	0.0204419987
981	0.02043573661
982	0.02043130513
983	0.02042910743
984	0.02042826599
985	0.02042644973
986	0.02042317781
987	0.02041807741
988	0.02041621469
989	0.02041312055
990	0.02040920961
991	0.0204042858
992	0.02040123753
993	0.0203972127
994	0.0203936394
995	0.02039045963
996	0.02038604639
997	0.02038251741
998	0.02037790094
999	0.02037386195
1000	0.02037152426
1001	0.02036770376
1002	0.02036133944
1003	0.02035314488
1004	0.02034979952
1005	0.02034252807
1006	0.02034004415
1007	0.0203381434
1008	0.02033578691
1009	0.02033277341
1010	0.02033033919
1011	0.02032773052
1012	0.02032450989
1013	0.02032172497
1014	0.02031773652
1015	0.02031361352
1016	0.0203100654
1017	0.02030668815
1018	0.02030587971
1019	0.02030339673
1020	0.02029978281
1021	0.02029455679
1022	0.02028976593
1023	0.02028424123
1024	0.02027999891
1025	0.02027660793
1026	0.0202728739
1027	0.02026775282
1028	0.02026351924
1029	0.02025980465
1030	0.0202572182
1031	0.02025284863
1032	0.02024796015
1033	0.02024102251
1034	0.02023530434
1035	0.02023249446
1036	0.02022905991
1037	0.02022588859
1038	0.02022467571
1039	0.02022155858
1040	0.02021735747
1041	0.02021192896
1042	0.02020762791
1043	0.0202053942
1044	0.02020187322
1045	0.02019798493
1046	0.02019535563
1047	0.02019178201
1048	0.0201896414
1049	0.02018650514
1050	0.02018542445
1051	0.02018084206
1052	0.02017786142
1053	0.02017302888
1054	0.02017096689
1055	0.02016685284
1056	0.02016485737
1057	0.02015599345
1058	0.02015198376
1059	0.0201514133
1060	0.02014912686
1061	0.02014501161
1062	0.02014244313
1063	0.02013770876
1064	0.02013297687
1065	0.02013033848
1066	0.0201267854
1067	0.02012246055
1068	0.0201175556
1069	0.02011584314
1070	0.02011040968
1071	0.02010532495
1072	0.02010226099
1073	0.02009775114
1074	0.02009594328
1075	0.02009344774
1076	0.02008858022
1077	0.02008386318
1078	0.020079139
1079	0.02007608098
1080	0.02007199391
1081	0.02006801947
1082	0.02006450247
1083	0.02006230855
1084	0.02005719919
1085	0.02005303778
1086	0.02004995368
1087	0.02004738065
1088	0.02004506579
1089	0.02004193119
1090	0.02003574463
1091	0.02003409639
1092	0.02002970264
1093	0.02002723933
1094	0.02002282058
1095	0.02001829263
1096	0.02001605273
1097	0.02001422085
1098	0.02000804816
1099	0.02000500206
1100	0.02000151303
1101	0.01999940806
1102	0.01999652821
1103	0.01999367778
1104	0.01999053797
1105	0.01998656732
1106	0.0199828455
1107	0.01998026027
1108	0.01997418662
1109	0.01996880859
1110	0.01996433825
1111	0.01996247005
1112	0.01995939705
1113	0.01995196709
1114	0.01994898532
1115	0.01994479981
1116	0.01994140076
1117	0.01994017537
1118	0.01993871459
1119	0.01993422
1120	0.01993133519
1121	0.01992677798
1122	0.01992405812
1123	0.01992004282
1124	0.01991562757
1125	0.01991245181
1126	0.01991083035
1127	0.01990769938
1128	0.01990468177
1129	0.01990181342
1130	0.01989873762
1131	0.01989653037
1132	0.01989135011
1133	0.01988863813
1134	0.01988341562
1135	0.01987928194
1136	0.01987599312
1137	0.01987341288
1138	0.0198711024
1139	0.0198651597
1140	0.01986150201
1141	0.01985806438
1142	0.01985662247
1143	0.01985464977
1144	0.0198515201
1145	0.0198497429
1146	0.01984700689
1147	0.01984552125
1148	0.01984335547
1149	0.01983815741
1150	0.01983402557
1151	0.01983190329
1152	0.01982695448
1153	0.01982172357
1154	0.01981864525
1155	0.01981489864
1156	0.01981213765
1157	0.01980956625
1158	0.01980551304
1159	0.01980124919
1160	0.01980042544
1161	0.01979787619
1162	0.01979702177
1163	0.01979481804
1164	0.01979038079
1165	0.01978906927
1166	0.01978723076
1167	0.01978110563
1168	0.01977688363
1169	0.01977536978
1170	0.01977433249
1171	0.01977059482
1172	0.01976602796
1173	0.019764582
1174	0.01976151292
1175	0.01975873719
1176	0.01975469516
1177	0.01975388696
1178	0.01975180977
1179	0.0197482658
1180	0.01974683617
1181	0.01974250028
1182	0.01974015977
1183	0.01973618795
1184	0.01973277251
1185	0.01973078118
1186	0.01972803461
1187	0.01972449181
1188	0.01972072261
1189	0.01971742486
1190	0.01971509463
1191	0.0197107244
1192	0.01970745613
1193	0.01970488117
1194	0.0197017061
1195	0.0196984463
1196	0.01969395356
1197	0.01969121897
1198	0.01968739513
1199	0.01968367209
1200	0.01968014327
1201	0.01967629085
1202	0.0196726802
1203	0.01966936594
1204	0.01966585295
1205	0.01966408501
1206	0.01965993049
1207	0.01965833219
1208	0.01965618309
1209	0.01965146862
1210	0.01964828283
1211	0.01964619978
1212	0.01964277267
1213	0.01963855092
1214	0.01963632851
1215	0.01963145743
1216	0.0196285289
1217	0.01962485832
1218	0.01962092436
1219	0.01961815221
1220	0.01961561195
1221	0.0196125406
1222	0.01960918255
1223	0.01960718133
1224	0.01960161783
1225	0.01959907919
1226	0.01959534136
1227	0.01959296625
1228	0.01959111642
1229	0.01958598983
1230	0.01958142016
1231	0.01957796499
1232	0.01957581367
1233	0.01957205578
1234	0.01956669136
1235	0.01956422585
1236	0.0195615245
1237	0.01956054308
1238	0.01955703133
1239	0.01955529026
1240	0.01955071171
1241	0.01954868852
1242	0.01954500464
1243	0.01954270341
1244	0.01954045258
1245	0.0195363634
1246	0.01953443061
1247	0.01953217164
1248	0.0195296456
1249	0.01952836488
1250	0.01952530692
1251	0.01952257589
1252	0.01952057828
1253	0.01951720401
1254	0.01951587398
1255	0.01951267398
1256	0.01950936772
1257	0.01950606612
1258	0.01950338897
1259	0.01949800336
1260	0.0194956718
1261	0.01949249572
1262	0.01949096213
1263	0.01948591139
1264	0.01948194119
1265	0.01947896709
1266	0.01947709354
1267	0.01947435043
1268	0.019470348
1269	0.01946465976
1270	0.0194591037
1271	0.01945460844
1272	0.0194518258
1273	0.01944948158
1274	0.01944742319
1275	0.01944409419
1276	0.01944090649
1277	0.01944048131
1278	0.01943821935
1279	0.01943576408
1280	0.01943212868
1281	0.01943139917
1282	0.01942902997
1283	0.0194256287
1284	0.01942304888
1285	0.01942041491
1286	0.0194170371
1287	0.01941589399
1288	0.01941085468
1289	0.01940941137
1290	0.01940563211
1291	0.01940391648
1292	0.01940090498
1293	0.01939577535
1294	0.01939386738
1295	0.0193917725
1296	0.01938834008
1297	0.01938628412
1298	0.01938506187
1299	0.01938090681
1300	0.01937555389
1301	0.01936973885
1302	0.0193662308
1303	0.01936169775
1304	0.01935552769
1305	0.01935199846
1306	0.01934903796
1307	0.01934618146
1308	0.0193420917
1309	0.01933796852
1310	0.01933480411
1311	0.01933074194
1312	0.01932705509
1313	0.01932518109
1314	0.01932340029
1315	0.01932047415
1316	0.01931754076
1317	0.01931605826
1318	0.01931353735
1319	0.01930966155
1320	0.01930712172
1321	0.01930390233
1322	0.01930062157
1323	0.01929732755
1324	0.01929512643
1325	0.01929232578
1326	0.01928724705
1327	0.0192837446
1328	0.01928018144
1329	0.01927558534
1330	0.01927179422
1331	0.01926839806
1332	0.01926574054
1333	0.01926205831
1334	0.01925667685
1335	0.01925335469
1336	0.01924869625
1337	0.01924426592
1338	0.01923987738
1339	0.01923635098
1340	0.0192330002
1341	0.01922931446
1342	0.01922788088
1343	0.01922525005
1344	0.01922238838
1345	0.01921813411
1346	0.0192167094
1347	0.01921350787
1348	0.01921030686
1349	0.01920685321
1350	0.01920476503
1351	0.01920151
1352	0.01919827036
1353	0.01919385393
1354	0.01919144158
1355	0.0191874041
1356	0.01918413242
1357	0.0191820592
1358	0.01917773172
1359	0.01917407933
1360	0.0191709114
1361	0.01916654808
1362	0.01916398083
1363	0.01916053371
1364	0.01915537335
1365	0.01915334941
1366	0.0191495528
1367	0.01914701598
1368	0.01914532721
1369	0.01914153395
1370	0.01913804744
1371	0.01913428293
1372	0.0191304208
1373	0.01912597936
1374	0.0191231368
1375	0.01911995187
1376	0.01911782782
1377	0.01911497522
1378	0.01911176456
1379	0.01910840149
1380	0.01910571242
1381	0.01910088626
1382	0.01909784036
1383	0.01909506295
1384	0.01909203341
1385	0.01908985183
1386	0.0190878071
1387	0.01908699026
1388	0.01908251225
1389	0.01907957348
1390	0.01907672806
1391	0.0190752157
1392	0.01907098259
1393	0.01906637752
1394	0.01906290083
1395	0.01905897408
1396	0.01905398935
1397	0.01905019767
1398	0.0190463601
1399	0.01904088145
1400	0.01903777897
1401	0.01903533699
1402	0.01903258024
1403	0.019029642
1404	0.0190266457
1405	0.01902355428
1406	0.01901913675
1407	0.01901708666
1408	0.01901366938
1409	0.01900898894
1410	0.01900661696
1411	0.01900440757
1412	0.01900209644
1413	0.01899848866
1414	0.0189943187
1415	0.01899143363
1416	0.01898989702
1417	0.01898681919
1418	0.01898442846
1419	0.01898260918
1420	0.01897962514
1421	0.01897760038
1422	0.01897452799
1423	0.01897215722
1424	0.01896802578
1425	0.0189642507
1426	0.01896051686
1427	0.01895830656
1428	0.01895541174
1429	0.01895329497
1430	0.01895023667
1431	0.01894653989
1432	0.01894081523
1433	0.01893708166
1434	0.01893209319
1435	0.01892825831
1436	0.01892531551
1437	0.01892362498
1438	0.01891941167
1439	0.01891601362
1440	0.01891256248
1441	0.01891055746
1442	0.01890730485
1443	0.01890467395
1444	0.0189037007
1445	0.01890068739
1446	0.01889861887
1447	0.01889319054
1448	0.01888986765
1449	0.01888504058
1450	0.01888319109
1451	0.01888008383
1452	0.01887573586
1453	0.01887224677
1454	0.01886982795
1455	0.0188662975
1456	0.01886474126
1457	0.01886151823
1458	0.0188599281
1459	0.01885853192
1460	0.0188563709
1461	0.0188539048
1462	0.01885197477
1463	0.0188496536
1464	0.01884717722
1465	0.01884520852
1466	0.01884004536
1467	0.01883824896
1468	0.01883668315
1469	0.01883263736
1470	0.01883050449
1471	0.01882522787
1472	0.0188209531
1473	0.01881997745
1474	0.01881606533
1475	0.01881387584
1476	0.01881138889
1477	0.01880931484
1478	0.01880687615
1479	0.0188034033
1480	0.01880034687
1481	0.01879807211
1482	0.01879507534
1483	0.01879155241
1484	0.018789143
1485	0.01878605706
1486	0.01878298933
1487	0.0187779358
1488	0.01877477997
1489	0.01877088685
1490	0.01876903702
1491	0.01876629586
1492	0.01876329045
1493	0.01876015683
1494	0.01875806754
1495	0.01875681705
1496	0.01875469725
1497	0.01874950801
1498	0.01874744801
1499	0.01874416034
